4005	0
4015	0
4025	43.84818
4035	48.847
4045	0
4055	0
4065	0
4075	0
4085	0
4095	0
4105	0
4115	0
4125	0
4135	0
4145	0
4155	0
4165	0
4175	0
4185	0
4195	0
4205	0
4215	0
4225	0
4235	0
4245	0
4255	0
4265	0
4275	0
4285	0
4295	0
4305	52.21442
4315	0
4325	0
4335	0
4345	0
4355	0
4365	0
4375	0
4385	0
4395	0
4405	0
4415	39.05267
4425	0
4435	0
4445	0
4455	0
4465	0
4475	0
4485	0
4495	0
4505	0
4515	0
4525	0
4535	0
4545	0
4555	54.21277
4565	0
4575	0
4585	0
4595	0
4605	0
4615	0
4625	0
4635	0
4645	0
4655	0
4665	0
4675	0
4685	0
4695	0
4705	0
4715	0
4725	0
4735	51.93882
4745	0
4755	0
4765	0
4775	0
4785	0
4795	0
4805	0
4815	0
4825	0
4835	0
4845	0
4855	0
4865	0
4875	0
4885	0
4895	0
4905	0
4915	0
4925	0
4935	0
4945	0
4955	36.20114
4965	46.55838
4975	0
4985	0
4995	39.18953
5005	0
5015	0
5025	0
5035	54.98462
5045	0
5055	61.76551
5065	61.83851
5075	0
5085	0
5095	44.91312
5105	0
5115	0
5125	0
5135	0
5145	0
5155	0
5165	0
5175	0
5185	0
5195	35.83101
5205	0
5215	0
5225	0
5235	45.71127
5245	0
5255	0
5265	0
5275	0
5285	0
5295	0
5305	0
5315	63.36641
5325	0
5335	0
5345	60.81162
5355	0
5365	54.12191
5375	0
5385	0
5395	0
5405	0
5415	0
5425	0
5435	0
5445	0
5455	0
5465	0
5475	0
5485	41.95015
5495	0
5505	0
5515	79.79241
5525	0
5535	0
5545	0
5555	0
5565	0
5575	0
5585	0
5595	58.33107
5605	71.32762
5615	0
5625	71.38096
5635	0
5645	46.46415
5655	0
5665	0
5675	50.00853
5685	0
5695	0
5705	0
5715	0
5725	0
5735	0
5745	57.53477
5755	0
5765	0
5775	0
5785	52.11752
5795	0
5805	0
5815	40.07266
5825	41.68211
5835	0
5845	0
5855	0
5865	0
5875	0
5885	0
5895	0
5905	0
5915	0
5925	0
5935	0
5945	0
5955	0
5965	0
5975	0
5985	58.91586
5995	0
6005	0
6015	0
6025	0
6035	0
6045	0
6055	37.19264
6065	0
6075	0
6085	0
6095	0
6105	70.10613
6115	36.20749
6125	0
6135	0
6145	0
6155	0
6165	0
6175	0
6185	42.4619
6195	0
6205	0
6215	0
6225	34.07172
6235	0
6245	54.71094
6255	51.27792
6265	0
6275	71.86224
6285	0
6295	95.04575
6305	50.36956
6315	64.34367
6325	0
6335	0
6345	0
6355	0
6365	0
6375	0
6385	0
6395	0
6405	34.55082
6415	0
6425	77.61923
6435	0
6445	0
6455	0
6465	0
6475	0
6485	0
6495	0
6505	0
6515	0
6525	0
6535	0
6545	0
6555	0
6565	0
6575	43.75904
6585	0
6595	0
6605	0
6615	0
6625	0
6635	0
6645	0
6655	40.85703
6665	0
6675	0
6685	0
6695	0
6705	0
6715	53.99107
6725	72.75051
6735	0
6745	0
6755	45.28299
6765	0
6775	0
6785	0
6795	90.34509
6805	0
6815	0
6825	0
6835	0
6845	0
6855	0
6865	0
6875	0
6885	69.2256
6895	0
6905	37.78013
6915	0
6925	55.72866
6935	0
6945	0
6955	0
6965	0
6975	70.57552
6985	0
6995	44.83856
7005	0
7015	0
7025	0
7035	0
7045	99.32922
7055	49.93058
7065	0
7075	0
7085	0
7095	0
7105	0
7115	55.62835
7125	0
7135	0
7145	0
7155	0
7165	60.25451
7175	0
7185	0
7195	78.3271
7205	86.2169
7215	0
7225	57.97898
7235	63.73385
7245	0
7255	0
7265	0
7275	0
7285	0
7295	0
7305	0
7315	0
7325	51.82655
7335	76.07961
7345	60.79255
7355	72.54451
7365	0
7375	0
7385	0
7395	0
7405	0
7415	129.51207
7425	0
7435	0
7445	58.4916
7455	0
7465	0
7475	0
7485	0
7495	0
7505	0
7515	89.29051
7525	0
7535	0
7545	0
7555	55.55772
7565	0
7575	89.02712
7585	76.9245
7595	37.40118
7605	0
7615	0
7625	66.86542
7635	62.36998
7645	0
7655	62.58145
7665	0
7675	70.86021
7685	67.60603
7695	0
7705	0
7715	0
7725	0
7735	0
7745	37.20552
7755	58.8657
7765	0
7775	59.78116
7785	0
7795	0
7805	40.54268
7815	0
7825	0
7835	0
7845	0
7855	0
7865	0
7875	0
7885	0
7895	66.44991
7905	76.18942
7915	0
7925	0
7935	0
7945	0
7955	64.46306
7965	0
7975	59.54532
7985	0
7995	0
